customer_id,tenure_months,monthly_charge,total_charges,contract_type,payment_method,paperless_billing,tech_support,online_security,streaming_tv,avg_monthly_gb,num_complaints,satisfaction_score,churn
4562,16,100.79656892607574,903.5410625984654,Month-to-month,Credit card,No,Yes,Yes,No,87.18960960368155,0,2,0
4563,2,56.808563766621425,2371.040883030272,Month-to-month,Mailed check,No,No,No,No,51.52075865258622,2,1,1
4564,60,32.50782268163254,3067.7010319258243,Month-to-month,Mailed check,No,No,Yes,Yes,94.18243745161729,0,5,0
4565,54,24.149930438571147,2498.301073559143,One year,Mailed check,No,No,No,Yes,62.8953234681068,0,1,1
4566,30,48.15096207723755,2494.562356118122,Two year,Bank transfer,No,No,Yes,No,15.172756216087823,1,3,0
4567,38,44.42337003640785,479.8367779856303,Month-to-month,Bank transfer,Yes,Yes,Yes,No,61.245675592812695,0,3,1
4568,28,76.03519740199619,1034.7933448819263,One year,Credit card,Yes,No,No,Yes,29.847384438378377,0,3,1
4569,25,22.173883806370736,1672.7661945999532,One year,Electronic check,Yes,No,Yes,Yes,37.20853427389109,0,5,0
4570,10,72.05705442991734,2154.800270236942,Month-to-month,Credit card,No,Yes,Yes,Yes,80.88595235377278,0,4,1
4571,60,59.177174201200316,3010.293474907161,Month-to-month,Electronic check,Yes,No,No,No,97.33474687073671,0,3,1
4572,42,77.71222699144423,4330.391012162997,One year,Mailed check,No,No,Yes,Yes,86.98539473015349,2,3,1
4573,40,90.24175281503646,879.9072166344043,Month-to-month,Electronic check,No,No,No,Yes,32.58036173734269,0,1,1
4574,42,83.4091945079839,173.9313480324052,Month-to-month,Bank transfer,No,Yes,Yes,No,45.365881088356886,1,1,1
4575,47,118.46443693733663,2301.2619408019873,Two year,Electronic check,No,No,No,No,98.34977466992285,0,4,1
4576,37,33.826534387687104,2217.304197316978,One year,Electronic check,No,No,No,Yes,92.35308825752993,1,4,0
4577,22,62.97370089297785,2804.3159706263446,Two year,Mailed check,No,Yes,Yes,No,97.69489451079201,0,4,1
4578,57,62.483073664331116,4182.786679720353,Month-to-month,Mailed check,No,Yes,Yes,No,43.29174850400299,0,4,1
4579,27,61.705320370292064,4031.566699814142,Two year,Bank transfer,No,No,Yes,No,80.056326984089,2,1,1
4580,41,86.37983920426683,590.2120937070549,One year,Electronic check,Yes,Yes,No,Yes,87.12172573410017,2,3,1
4581,34,68.98280605467224,4676.577296715701,Two year,Electronic check,No,No,No,No,4.426335214727583,0,1,1
4582,32,71.7432559812963,641.030533904779,Two year,Electronic check,Yes,Yes,Yes,No,26.608776335426676,0,2,0
4583,66,63.23559921467647,3209.395491817757,Two year,Mailed check,Yes,No,Yes,No,88.3483938059453,1,2,1
4584,12,119.16994610185625,3394.790838618321,Two year,Bank transfer,No,No,Yes,No,38.87424867526143,0,3,1
4585,40,112.75613488190422,3431.399687393132,Month-to-month,Electronic check,Yes,Yes,No,No,27.86220784646015,0,4,0
4586,10,50.77241893643709,1400.2207412094153,One year,Electronic check,No,Yes,No,No,27.269149305885975,2,3,1
4587,48,31.159392476666717,1718.6909496484604,Month-to-month,Electronic check,Yes,No,Yes,No,37.540497378491565,0,2,0
4588,20,103.97647240386028,2788.5166882320445,One year,Electronic check,No,Yes,No,No,24.396281952646458,1,3,0
4589,39,119.71702514257245,1077.978729420482,Two year,Bank transfer,Yes,No,Yes,No,0.33633123582521574,0,4,1
4590,60,49.260889403964555,199.52129238342098,Month-to-month,Bank transfer,No,Yes,No,Yes,17.25951474329066,0,1,1
4591,66,55.778492584176625,2854.5078270920208,One year,Bank transfer,Yes,Yes,Yes,No,88.25750546543237,0,4,0
4592,65,114.16331814852029,2379.865002858836,One year,Mailed check,No,Yes,No,No,7.564859733151163,0,1,1
4593,51,91.11295180030899,3317.982910494964,Month-to-month,Electronic check,No,Yes,No,No,41.30020401212572,1,2,1
4594,36,49.563833177963616,818.8328215849336,Month-to-month,Electronic check,Yes,Yes,No,No,45.64878541655546,0,5,1
4595,24,78.10464912839151,4220.531983490272,Month-to-month,Electronic check,Yes,No,No,No,77.81539637923898,0,3,0
4596,27,114.4229579364256,816.4852934565837,Month-to-month,Electronic check,Yes,No,Yes,No,25.258997749181756,0,5,1
4597,2,101.18131069457786,4467.583663912115,One year,Credit card,Yes,No,No,Yes,30.964178835761402,0,4,1
4598,31,94.18327137286596,2302.6537457189447,Month-to-month,Bank transfer,No,No,No,No,1.4275957884051782,0,1,1
4599,57,93.69963117270224,2794.045770926204,Month-to-month,Credit card,Yes,Yes,Yes,No,90.28306150142225,0,4,0
4600,66,37.80203242922703,4493.2485462235445,Two year,Credit card,Yes,Yes,Yes,Yes,68.55569393226935,0,4,0
4601,29,102.46812392279365,1569.5739375376284,One year,Mailed check,No,Yes,No,Yes,26.284622876125464,1,2,1
4602,15,47.61186324434581,990.9522815816424,Month-to-month,Mailed check,No,No,Yes,Yes,88.75149466366159,1,4,1
4603,12,113.03666579015295,2284.1829420153226,Month-to-month,Electronic check,No,No,Yes,No,8.658147544343109,0,3,1
4604,28,56.4639991013783,1297.399419785763,One year,Credit card,Yes,No,No,No,36.83956549472598,1,2,1
4605,24,105.76603970422565,2686.4351665475538,Month-to-month,Credit card,Yes,No,Yes,No,56.359753467037564,0,5,0
4606,21,46.62334945178014,1448.7635357771505,One year,Bank transfer,Yes,Yes,No,No,50.55116687618397,0,4,0
4607,10,71.45269365822405,4335.998724417739,One year,Credit card,Yes,No,Yes,No,65.49075480347008,2,5,0
4608,18,30.688529548906054,3075.890502062857,Month-to-month,Mailed check,No,No,Yes,No,29.759504251307,1,3,1
4609,14,86.0118902996174,101.1792817402211,Two year,Credit card,Yes,Yes,No,Yes,75.78414626493874,0,3,0
4610,34,103.60792751668383,4046.8212999311413,Month-to-month,Mailed check,Yes,No,No,No,40.54461824295716,0,3,0
4611,58,91.8447281302416,1718.040449958115,Month-to-month,Electronic check,No,No,No,No,12.529719369297377,0,5,1
4612,22,72.32585129386572,1669.01912235929,Two year,Mailed check,No,No,No,Yes,74.04014479305675,1,5,0
4613,70,24.51158786014595,1977.0077794588901,Month-to-month,Electronic check,No,No,Yes,No,91.19429813129899,0,1,1
4614,36,113.34410071708584,3188.2863876119955,One year,Bank transfer,Yes,No,No,Yes,36.442447749468975,1,2,1
4615,45,90.54895485786346,2266.0974809316926,One year,Electronic check,Yes,No,No,Yes,58.965282382208336,0,4,1
4616,36,94.5864238365333,3180.314178191542,Month-to-month,Credit card,No,No,No,Yes,68.78245280715231,1,2,1
4617,22,99.46805755108072,819.2255360153825,Two year,Mailed check,Yes,Yes,No,Yes,83.15235222221979,0,3,1
4618,61,94.77434259276107,4853.80587616802,Month-to-month,Electronic check,Yes,Yes,No,No,19.799350728902287,0,4,1
4619,56,64.11161640983337,3675.070806710933,Month-to-month,Electronic check,No,Yes,Yes,No,56.997835880114714,0,1,1
4620,33,93.36218292879468,1326.0148251740768,Two year,Electronic check,No,Yes,No,No,74.03633980399282,0,2,1
4621,45,82.5026787810329,3648.432549566402,Month-to-month,Electronic check,No,No,No,No,19.912617369352493,0,3,1
4622,36,105.40163336687866,2917.6247356820327,One year,Electronic check,Yes,Yes,Yes,No,47.24814717291016,0,4,1
4623,20,100.24598153373704,635.0260823772218,Two year,Electronic check,Yes,No,No,No,46.43620884688397,0,4,0
4624,18,24.13743824672599,973.1624912618178,Month-to-month,Mailed check,Yes,No,No,Yes,83.93452555891928,0,3,1
4625,38,57.888709033260525,302.40989541517763,Month-to-month,Credit card,No,No,Yes,Yes,77.73064004522209,0,5,1
4626,67,23.471615218389456,4065.2665512059375,Month-to-month,Credit card,Yes,Yes,No,Yes,23.19264953260175,0,2,1
4627,23,30.207492476609794,2803.3532877166513,Two year,Electronic check,Yes,Yes,Yes,Yes,23.29526726690716,0,4,0
4628,16,80.14107220036114,1652.0683783860384,Month-to-month,Mailed check,No,Yes,No,Yes,72.33541294033398,1,5,0
4629,59,107.38218211622534,719.0900199381801,Month-to-month,Electronic check,Yes,No,Yes,No,73.96124813985364,0,1,1
4630,69,31.982475870926724,2471.824792205858,Month-to-month,Bank transfer,Yes,No,Yes,No,17.8899872399379,0,4,1
4631,68,65.10892874668315,2673.7805989179,Month-to-month,Credit card,No,Yes,Yes,Yes,41.11803903886977,0,4,0
4632,21,111.08789048064438,3539.547654804476,One year,Electronic check,No,Yes,Yes,Yes,82.57708623510064,2,1,1
4633,70,101.43009836715878,4852.6923311907485,Two year,Mailed check,No,No,Yes,No,7.942065385438779,0,1,0
4634,12,71.96678964659299,2231.233098996136,Month-to-month,Credit card,No,Yes,No,No,37.389456278532016,0,4,0
4635,16,97.1571439328831,2089.5676123124094,Month-to-month,Mailed check,No,No,Yes,No,64.45410319383181,0,3,1
4636,14,72.2693774044537,1912.6570224916002,One year,Bank transfer,Yes,No,No,No,77.10867921869765,0,1,1
4637,61,35.80923372828488,4151.927153937619,Month-to-month,Electronic check,No,No,No,No,65.26578889131947,0,5,0
4638,71,32.47361132216791,865.9543848562656,Two year,Bank transfer,No,No,No,Yes,39.752077301574694,0,1,0
4639,46,38.83682320670698,1784.6832278119382,Month-to-month,Credit card,No,No,Yes,Yes,99.19510967319314,1,4,1
4640,32,55.092209496567946,3652.3569438894156,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,4.15323584204732,0,4,1
4641,15,113.05292676740187,176.90518317798774,Two year,Credit card,Yes,No,No,No,49.475586274632164,1,2,1
4642,44,99.96784136536014,1517.9655456679038,Month-to-month,Electronic check,No,No,No,Yes,51.00550159626951,0,5,1
4643,17,63.28015612263175,3243.091097498078,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,23.97911737954098,1,2,1
4644,41,69.3076709787574,1011.165280203943,Month-to-month,Credit card,Yes,Yes,Yes,Yes,55.87074126296901,0,1,1
4645,54,46.56094576664148,1583.2817887089288,Two year,Bank transfer,Yes,Yes,Yes,No,22.00574071721435,3,2,1
4646,44,90.43529564721301,2481.620864967823,One year,Bank transfer,No,No,Yes,No,44.34120663824598,0,4,0
4647,5,100.2765671462038,2167.915473251467,Month-to-month,Mailed check,Yes,Yes,Yes,No,43.163427370468,0,3,1
4648,27,43.89046956675766,619.5332307813563,Two year,Mailed check,Yes,No,No,No,77.31223562370481,0,1,1
4649,43,24.182162378646538,4697.353079052599,Month-to-month,Bank transfer,No,Yes,No,Yes,94.25918858206921,0,4,1
4650,31,82.38889431629704,317.0343308522546,Month-to-month,Mailed check,No,No,No,Yes,20.284325768115608,0,1,1
4651,17,76.25121191353166,3773.739506471808,One year,Electronic check,Yes,No,Yes,No,99.15172808387584,0,2,0
4652,54,60.21311550288764,449.9715783466716,One year,Bank transfer,No,Yes,No,No,94.03164600730601,1,2,1
4653,62,84.38939417732101,2389.749434822889,Month-to-month,Credit card,No,Yes,Yes,No,11.265320016380098,0,1,1
4654,32,75.06132979851435,959.515329111514,Month-to-month,Bank transfer,No,Yes,Yes,Yes,91.23660356563018,0,1,1
4655,40,45.05815765941928,791.3792025017339,Month-to-month,Mailed check,No,No,No,No,56.45779296505648,1,2,1
4656,13,59.772897562272234,716.9000850544529,One year,Electronic check,Yes,No,No,Yes,87.89564074665988,0,1,1
4657,35,62.81135697472417,2318.6545198071776,Two year,Credit card,No,Yes,No,No,94.5635216715493,0,2,0
4658,5,108.02479944755636,2625.8760559977322,One year,Bank transfer,No,No,No,No,85.89072024723376,0,1,1
4659,29,116.09041541289595,753.5840183599154,Two year,Bank transfer,Yes,Yes,Yes,No,40.28775867536931,0,3,0
4660,70,109.3001362396497,4899.039078304573,One year,Credit card,No,No,Yes,Yes,63.675919346955226,0,1,0
4661,25,91.91780240519796,1363.0528456248933,Two year,Electronic check,Yes,Yes,No,No,46.47703190465482,0,1,0
4662,22,78.49927336058218,2348.3225640536375,Month-to-month,Mailed check,No,No,No,Yes,36.64479125863098,0,4,0
4663,66,88.9261635465955,1159.7208322493493,Month-to-month,Mailed check,Yes,No,Yes,Yes,25.07099472414258,0,3,1
4664,45,113.91092207326889,2520.2209627027732,Month-to-month,Mailed check,No,No,Yes,No,44.1507930986995,0,2,1
4665,69,44.999873522383176,3804.481254079392,Month-to-month,Mailed check,No,Yes,No,Yes,80.59719252532727,0,2,1
4666,1,73.5120507673405,2653.3998700430266,One year,Credit card,Yes,Yes,No,No,84.40226950824346,0,5,0
4667,44,88.96080190004079,1499.6794665184707,Two year,Electronic check,Yes,No,Yes,No,95.80055190877755,1,3,1
4668,39,87.92470013242746,1317.1433827962967,Month-to-month,Electronic check,Yes,No,No,No,29.06166524443401,0,3,0
4669,54,45.22789595768364,3818.778590512562,Two year,Bank transfer,Yes,Yes,No,No,65.03975054040193,0,1,1
4670,29,78.67315273897519,679.3670610586901,Month-to-month,Bank transfer,Yes,No,Yes,Yes,69.3778948137399,0,4,1
4671,54,99.59131424201564,1912.8358225887605,Month-to-month,Electronic check,No,Yes,Yes,Yes,19.133233403324958,1,2,1
4672,16,67.50789800502439,842.2653116040382,One year,Bank transfer,Yes,Yes,No,No,36.68819129241139,0,2,0
4673,20,99.3298076698735,1364.0815635429615,Month-to-month,Electronic check,No,No,Yes,No,34.22568567320196,1,4,1
4674,46,55.988259775455475,848.1478391762657,Month-to-month,Credit card,Yes,No,No,Yes,98.59099947402473,0,4,1
4675,67,113.8760127163759,4445.185291857891,One year,Credit card,Yes,Yes,No,Yes,95.83785631215684,0,3,0
4676,65,73.39284404991011,3686.330575163856,Two year,Mailed check,No,No,Yes,Yes,82.17678998449595,0,4,1
4677,58,79.59479507926143,2848.543505616881,One year,Electronic check,No,No,No,Yes,47.28359552955891,0,4,0
4678,53,23.13615688045884,1199.683590228112,Month-to-month,Credit card,No,No,No,No,26.40718138164454,0,1,1
4679,1,37.026913712859425,2600.111453276055,Month-to-month,Electronic check,No,Yes,Yes,Yes,91.59642424871613,1,3,1
4680,66,83.29338804710447,2652.0827115931047,Two year,Bank transfer,Yes,No,No,Yes,26.80436020846314,0,5,0
4681,29,61.987037178227126,2992.9782557041403,Month-to-month,Electronic check,No,Yes,No,No,52.19430181588226,0,5,1
4682,70,70.81637904581747,394.4172703913841,Two year,Mailed check,Yes,Yes,No,No,24.507252257656344,1,2,0
4683,8,26.297140873370044,4867.219658863861,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,97.1257892624867,0,4,0
4684,29,103.41352384103843,2380.6509559415836,One year,Credit card,Yes,Yes,No,No,4.176160812703489,0,1,1
4685,51,98.45056022962173,4640.005693085606,One year,Bank transfer,No,No,Yes,Yes,17.43498182411458,0,4,0
4686,33,38.53539757218495,148.05976209848416,Month-to-month,Bank transfer,No,No,Yes,No,76.50492392402516,0,2,1
4687,3,83.43293572573793,1313.0361386130137,One year,Electronic check,No,Yes,Yes,Yes,15.144528678227132,0,4,1
4688,60,101.83152116542716,609.5782945353445,Month-to-month,Bank transfer,No,Yes,No,No,97.93495436691187,0,5,1
4689,35,84.08541364156,3871.119269038381,One year,Mailed check,No,Yes,Yes,Yes,32.13523148080114,1,3,0
4690,69,51.03980952958449,1668.612743014085,Two year,Credit card,No,Yes,Yes,No,91.86461600582234,0,4,1
4691,20,85.61111504781671,4218.41329123716,Month-to-month,Credit card,Yes,Yes,Yes,Yes,66.22783012482931,0,5,0
4692,39,41.04617476832122,4178.688292007699,One year,Credit card,No,Yes,No,No,63.411748924895285,0,5,0
4693,4,51.82549972794209,3372.1944847521922,Month-to-month,Bank transfer,Yes,Yes,Yes,No,91.53724488660473,0,2,1
4694,19,44.00696531071787,3362.3308373654877,Month-to-month,Bank transfer,Yes,No,No,No,51.327933225232755,0,3,0
4695,45,75.69251023902066,3530.7824911583616,One year,Mailed check,No,No,Yes,No,40.07780308880077,0,2,0
4696,43,30.82266467655486,3401.442789685895,Month-to-month,Electronic check,No,Yes,No,No,21.762275540593233,2,1,1
4697,13,113.33103803483387,1995.8509526533103,One year,Electronic check,No,Yes,No,Yes,14.453619451042988,0,3,1
4698,13,53.35123536628668,3445.855458385875,Month-to-month,Credit card,No,No,Yes,No,79.1768814469655,0,1,1
4699,60,41.89701271058013,4497.294149042557,Month-to-month,Credit card,Yes,Yes,Yes,No,12.793832532002414,0,3,1
4700,57,69.65498136018313,1729.610110195456,Month-to-month,Bank transfer,No,No,Yes,Yes,39.40175522428107,0,5,1
4701,52,47.699781845471605,4729.956228453273,Month-to-month,Credit card,No,No,No,Yes,40.92168296195566,0,1,1
4702,53,73.49040863826443,166.5497807039717,Two year,Mailed check,Yes,No,Yes,No,66.44993783527191,0,3,1
4703,43,54.85091497820855,1810.5044374996621,One year,Mailed check,Yes,No,No,No,27.851450719189174,1,3,1
4704,42,33.20668107690408,747.2821684708271,Two year,Credit card,No,Yes,Yes,No,83.82289382098018,1,1,1
4705,26,46.589524202726196,720.4371623206159,Month-to-month,Credit card,Yes,Yes,Yes,Yes,20.74841521610611,0,3,0
4706,23,63.84398449615252,4095.6045206566846,One year,Credit card,No,No,No,No,78.9148654932726,2,2,1
4707,43,23.029322647962562,4600.004742275602,One year,Credit card,No,No,Yes,Yes,84.97591744214755,1,2,0
4708,28,97.06425270147619,3911.0154457416297,Month-to-month,Credit card,Yes,No,No,Yes,19.318064024053548,0,1,1
4709,9,82.18245645904159,4885.417023063544,One year,Mailed check,Yes,Yes,No,Yes,80.94158340268505,0,5,0
4710,20,80.13596072783542,1160.0119538147267,One year,Electronic check,No,Yes,Yes,No,71.3740148203268,0,4,0
4711,56,74.6049931882766,789.9195698274832,Month-to-month,Mailed check,No,Yes,No,No,87.43779051321302,0,1,1
4712,39,79.03131723250685,2651.4485319941064,One year,Mailed check,No,Yes,Yes,No,50.996831718753334,0,1,0
4713,51,113.46519527072206,4162.284312238828,Month-to-month,Credit card,Yes,No,No,No,23.38565078712741,0,1,1
4714,12,20.85692108107407,295.2115451064925,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,91.20397367289443,2,1,1
4715,55,24.77997096577493,4978.2717388994215,Month-to-month,Credit card,No,Yes,No,No,79.00436169083594,0,2,0
4716,11,39.14934099308023,3051.005053106082,Two year,Mailed check,No,No,Yes,Yes,2.098537189847638,0,1,1
4717,26,36.730137999315005,4896.814879688749,Month-to-month,Electronic check,Yes,Yes,No,No,93.94135862944825,1,5,1
4718,42,38.11944594691826,1888.900002845507,Month-to-month,Bank transfer,No,No,No,Yes,94.85252586494329,1,4,1
4719,27,87.19438858486501,2344.316720614587,One year,Credit card,Yes,Yes,Yes,No,35.53041307765137,0,4,1
4720,11,65.94833010501654,3786.571067747221,One year,Bank transfer,No,Yes,Yes,No,1.0018257274248987,1,5,0
4721,38,119.17788783346931,3984.2322077504614,One year,Bank transfer,Yes,Yes,No,Yes,55.25373212100553,0,1,1
4722,43,42.688591480294484,1241.8619614161773,Month-to-month,Bank transfer,No,No,Yes,No,91.36757730943516,0,4,1
4723,19,51.08301010274947,4656.025322907842,One year,Bank transfer,No,No,No,No,12.44402835971109,0,2,0
4724,64,118.4240716801649,4350.37329699017,Month-to-month,Electronic check,No,No,No,Yes,59.050968725772194,0,4,1
4725,6,103.1758140802247,189.20598520567296,Month-to-month,Credit card,Yes,No,No,Yes,73.17692802096528,0,5,0
4726,46,66.97992206785327,729.983718690397,One year,Electronic check,No,No,No,Yes,13.468986052387532,2,4,1
4727,42,75.45968855459898,2530.8758213946303,One year,Credit card,No,Yes,Yes,Yes,51.32734096514536,0,5,0
4728,65,104.31779206528405,2358.6820191545953,Two year,Credit card,No,No,No,No,8.8804273835132,0,1,1
4729,59,68.0980246046328,3571.1151896706933,One year,Credit card,No,Yes,Yes,No,55.812617373399554,0,4,0
4730,52,40.60237235820843,539.5857426598668,One year,Electronic check,No,Yes,Yes,Yes,44.21156084090825,0,5,0
4731,47,102.84445385543854,3259.79100281592,Month-to-month,Mailed check,No,Yes,Yes,No,26.46980233043521,2,2,1
4732,7,73.77724912756435,3120.2126625594537,Month-to-month,Bank transfer,Yes,Yes,No,No,85.30805391802173,0,2,1
4733,11,35.30425971638213,1244.7360325424174,Two year,Mailed check,Yes,No,Yes,Yes,38.17894770241895,1,3,1
4734,61,70.55858311843976,2757.7304249151575,Month-to-month,Mailed check,No,Yes,No,Yes,69.98170781380837,0,4,0
4735,68,61.32033805968588,1188.8153142803117,One year,Mailed check,No,Yes,Yes,No,79.0682667908688,1,1,0
4736,25,107.6842531881758,819.9228327929711,One year,Bank transfer,Yes,No,Yes,No,17.862790041878373,1,3,1
4737,12,32.60554313607034,2908.3611798049456,Month-to-month,Mailed check,Yes,Yes,No,Yes,11.911350287365108,0,4,0
4738,26,107.52098044480256,4889.623963672794,Two year,Bank transfer,No,No,Yes,Yes,0.7835173112860194,0,2,1
4739,12,71.22110168102847,1260.9734109415506,One year,Bank transfer,Yes,No,Yes,Yes,30.58078891995987,1,1,0
4740,43,60.436442998114764,1841.1471318402444,One year,Bank transfer,No,Yes,No,No,81.5955682417861,3,2,1
4741,51,36.196718440294035,1357.2088073512289,Month-to-month,Credit card,No,Yes,Yes,Yes,77.27658286860162,0,4,0
4742,37,90.08179626386793,1405.6531260678241,Month-to-month,Credit card,Yes,Yes,Yes,Yes,87.18059410973979,3,1,1
4743,46,112.68067091100404,2080.541457514735,Month-to-month,Mailed check,No,No,Yes,No,76.06002032466282,0,1,1
4744,53,57.53773538993198,3539.092002188039,One year,Credit card,No,Yes,No,Yes,2.3991573455061976,1,3,1
4745,13,44.158500067083345,290.1421677516312,One year,Bank transfer,No,No,No,Yes,38.55176389420475,0,1,0
4746,54,75.4866916999157,4789.908558859245,Month-to-month,Credit card,No,No,Yes,Yes,0.5927226931881302,0,4,0
4747,57,99.61859484338703,326.7714094973128,One year,Bank transfer,Yes,Yes,Yes,No,3.6051013837931523,0,5,0
4748,4,20.376769455053307,4418.140591528342,Month-to-month,Electronic check,Yes,Yes,Yes,No,47.85587304491311,1,5,0
4749,49,83.13774363954292,4482.452683933795,Two year,Credit card,Yes,Yes,Yes,Yes,36.000554381125895,0,1,0
4750,7,79.6516000698631,2669.9970191984644,Month-to-month,Mailed check,No,No,No,No,55.85235092330675,1,5,1
4751,11,51.815218580416,771.2844602329405,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,6.616094112496795,0,4,0
4752,54,65.14230036049703,2869.2152557290246,Month-to-month,Electronic check,Yes,Yes,No,No,58.83001151396796,0,3,1
4753,45,44.69632241618209,3180.2975835239636,Two year,Credit card,Yes,Yes,No,No,6.5002368798377175,0,2,0
4754,23,98.98857379518428,4303.018893254845,Month-to-month,Credit card,No,No,No,Yes,42.36842052422814,0,2,1
4755,28,83.45349333661076,2799.3873412708917,Month-to-month,Mailed check,No,Yes,Yes,Yes,35.235762899955844,1,4,1
4756,57,73.27116220389853,2112.4760399263573,Month-to-month,Electronic check,No,No,No,No,22.394794126074725,0,3,0
4757,26,59.25261984178272,4207.626849885158,Month-to-month,Bank transfer,No,No,No,No,31.19712677433898,0,4,1
4758,25,49.138438602073215,4906.663807027833,Two year,Credit card,No,No,Yes,No,0.05241040704807576,0,1,1
4759,54,102.27364860434314,3261.005705273873,One year,Electronic check,Yes,No,No,No,32.40935434929092,1,3,1
4760,29,65.1407670433569,4384.496482783767,Month-to-month,Electronic check,Yes,No,No,Yes,7.840834223625981,0,5,1
4761,36,70.14474198416727,3033.8020528624147,Month-to-month,Bank transfer,Yes,No,Yes,No,92.13021727481411,1,1,1
4762,14,72.08287305407416,3479.9611579104976,Month-to-month,Electronic check,No,Yes,Yes,Yes,7.433288004684602,0,5,0
4763,35,64.83669354315765,3472.018875989702,Two year,Credit card,Yes,No,Yes,Yes,95.31058877156744,0,1,0
4764,30,45.60884262384238,3553.4562355173,One year,Bank transfer,Yes,Yes,Yes,No,49.142633474346376,0,1,1
4765,17,32.0340440243052,1672.9658752503049,One year,Credit card,No,Yes,No,No,51.31731552932926,0,1,0
4766,67,29.85372671677407,2920.7408417313904,One year,Mailed check,No,Yes,No,No,78.81257386811264,0,1,1
4767,30,95.74625233406887,3011.2643614715976,Two year,Electronic check,No,No,No,Yes,69.53797125684524,0,3,1
4768,45,42.352782230151135,1643.8509708948366,Two year,Credit card,No,No,Yes,Yes,23.706112288919577,0,3,0
4769,51,25.56728149539756,1814.276601747952,Month-to-month,Credit card,Yes,No,No,No,2.5466349044062864,0,1,1
4770,47,99.7517406695886,3835.009148581902,Two year,Mailed check,No,No,No,No,77.84492091546666,0,4,1
4771,53,35.4061652860648,2955.3468190245208,Two year,Electronic check,No,Yes,No,No,12.974279922407227,1,1,0
4772,64,82.5146091733354,831.1346250195261,Month-to-month,Credit card,No,Yes,No,Yes,59.836922852353666,0,1,1
4773,38,53.86432714478632,4204.421244546074,Two year,Bank transfer,Yes,Yes,Yes,Yes,94.26317739377791,0,4,1
4774,64,32.648025669130945,4427.260006664166,One year,Credit card,Yes,Yes,Yes,No,54.94434898921994,0,4,0
4775,7,61.44809792543599,2384.0916249932893,One year,Credit card,Yes,No,Yes,Yes,28.55732585777765,0,1,0
4776,22,21.480886113262514,1123.646416912342,Month-to-month,Credit card,Yes,No,Yes,Yes,17.88021223140033,0,2,1
4777,41,104.10449825125603,4743.271827484035,One year,Credit card,Yes,Yes,No,Yes,2.6949910868230287,0,2,1
4778,10,71.34979613418572,4423.120866145924,Month-to-month,Electronic check,No,No,Yes,Yes,62.32449421369398,0,4,0
4779,57,33.916001090796186,1297.4705570750086,Two year,Credit card,No,No,Yes,No,55.79990690113624,1,1,1
4780,7,43.69803183889847,568.4093078832173,Two year,Mailed check,No,Yes,Yes,No,46.17259154113508,0,5,0
4781,50,64.79751921385267,2259.2026769906233,One year,Credit card,Yes,No,No,No,19.377142906750112,0,5,0
4782,52,38.88693828155486,3414.3452338193238,Month-to-month,Bank transfer,No,Yes,Yes,Yes,23.66318666355508,1,1,1
4783,33,46.85991615010859,959.4040675777259,One year,Bank transfer,Yes,No,Yes,No,95.8529003019732,1,1,1
4784,1,73.43855642352631,2614.7420263155655,Month-to-month,Credit card,Yes,Yes,Yes,No,2.0404088349534666,0,1,1
4785,53,103.26090130383855,2184.5359219353318,One year,Credit card,No,No,Yes,Yes,36.34346649628177,0,5,0
4786,60,60.18396856899208,4463.700628970381,One year,Mailed check,No,Yes,No,Yes,3.8812504990441643,0,5,1
4787,34,91.69752735535482,2204.87650075493,Month-to-month,Mailed check,No,No,No,Yes,19.156933914646544,0,4,1
4788,4,107.66842134606485,2715.5043293016843,Month-to-month,Electronic check,No,No,Yes,No,93.31362867608148,0,3,1
4789,17,41.6300940296162,4780.902360408929,One year,Electronic check,Yes,Yes,No,No,14.95627763326034,0,4,0
4790,4,100.719197040216,1568.4896527853664,Month-to-month,Bank transfer,Yes,No,Yes,Yes,60.07853084529617,0,4,1
4791,43,95.74021983310274,1516.0555665155127,Two year,Credit card,Yes,No,No,No,34.69450738347065,1,2,1
4792,4,55.6937297948135,4018.0158917160093,Month-to-month,Credit card,No,No,No,No,63.30481223434574,0,4,0
4793,1,118.95199595008671,1459.9410321054463,Month-to-month,Mailed check,Yes,No,No,Yes,85.21428585391418,0,4,0
4794,71,46.2572371435957,4176.1427633587045,One year,Mailed check,No,No,Yes,Yes,28.654441037387958,0,4,0
4795,50,45.48032660316956,568.1244858720603,One year,Electronic check,Yes,No,Yes,No,7.862313213447392,0,4,0
4796,61,97.22591646531978,645.1801118163952,One year,Electronic check,No,Yes,Yes,No,20.4179891363218,0,3,1
4797,35,63.46573180510842,4516.484533397582,One year,Bank transfer,Yes,Yes,Yes,Yes,43.90902134735414,0,2,1
4798,8,53.079499478104324,2749.980184163933,Month-to-month,Mailed check,No,No,Yes,Yes,51.5063862049679,0,5,0
4799,24,37.8662805339103,3622.18990680177,One year,Credit card,No,No,Yes,Yes,94.18952720779771,1,1,1
